x,cdf(x),ccdf(x)
-147.5,5.377311028009392552395869864351145799275794815229310486377368069011493551496378205937110539076789573469181851978015826852243800405206479898697217617041e-1858233,1
-147,9.668683258242876717470189553331830876049590960430626575842847671064682740631723129504180855710162814936172589922165540059280896869696171763339612138983e-1839400,1
-146.5,3.610766182945794820698406811968215196147408180082443071564292081950814901926349723155806900145250761089036666336126384365589959435182638568173792881365e-1820694,1
-146,7.612999305635394627613651623716468382498836621668144997746385214785876154987113684552394681563904807749843120630900453535682539384091245195739020045756e-1802116,1
-145.5,2.46337845419944023792192322427092007466959072301122002517155567715742460974912324972049290534903367877506869405780794491979247281088659595158983697755e-1783664,1
-145,3.325216647048907644029125147217917948703988740241152124284304018754867726692260956244410355875317357057841784513594363744711189748105181573013831849696e-1765339,1
-144.5,5.089987873350178622813141880652621231000936422565385366924699021373449434471536029458562242808457488120108994127095807596788994138705462677938381924692e-1747140,1
-144,2.401685184435836810734382836349462507877104020474015119891794572395514944050901087839062909048971312288358369717934163881156633138686990380940452081036e-1729066,1
-143.5,9.495382767564663784170497530400381871784542473445052121084184053507493330386705999817626978349216298666247758137033372147143624498774966035129442382017e-1711118,1
-143,8.550676502652761187880527005014279745037225297373126688656644006372054559443902267663560551451574347274732578881600704224886289568648593725971924045969e-1693294,1
-142.5,4.767323420070963503940366921026192444912400314566972684733849727330058040095177024342314201350100262388801909860663738529947989085402800931882966196631e-1675594,1
-142,4.473314508912467020042226222152454392341345094906351622874162106477713781961819683238349682690889856108508533176791293502647390565754152740051149703687e-1658018,1
-141.5,1.920257488752598799701723884256757335736406078176144635996229835160529818419158474689729447579869266270422751215402340221750797925612233481561671807534e-1640565,1
-141,1.025083532458493616134995019412438563192255726203342207411589473964043503825309250318074661961682585578988769018478949142094671840386660111532615469131e-1623235,1
-140.5,1.8497938926895654418606055581589683792655103780588653540313388536456815554351766040113724917177359972812135430199414088815082588532920392079798670633e-1606028,1
-140,3.067229419151079448304614778449342834928150896421946680488828167488458094664220110081749935198759358185707624830159318262447073222413266187869921733609e-1588943,1
-139.5,1.270347558450236565650943902453506076332262063329892030761509528300966268534498151317305086188549246039131048715132122546609753875692912096993817694727e-1571979,1
-139,3.572290521928917050934681436146689694843754412731461121935791007713642274446543147984643760766765801858537546629924632676786027826862730120639052430211e-1555137,1
-138.5,1.854015862421496628629373272167833860503028820518046294136856160907540711934289334519618838152054568680040500643564066744272776276117400487455768141255e-1538415,1
-138,4.827442646429046177970583950595636861901398654490262129777818718866110228473465643538388476980159237101359741668249455011555255260518989134596200224601e-1521814,1
-137.5,1.714163907176753593027713455080443494030395809589659561373809671415360918096393096773893373456879530140038946746742387549764048500267769753206806076132e-1505332,1
-137,2.25638737477663913996581905345537643390572314263865363795501857197575359242422019295452948060632124711034603512169643891092357196616951649817725282465e-1488970,1
-136.5,2.992923465092222906475825804100353559358954376610244930732703293270441431757283673973691920638187985090907377897694515963139622475738917513747140731742e-1472727,1
-136,1.087408548067094742565305503816738269342682069034693078975949836283173060853918229457137207201608499760617923700350888691259128481548500303003373216668e-1456602,1
-135.5,2.941708271227510881831944107947524064574294953153699500585539298869720078173550221366789693051064547483678571880717123682766742423638142471412165236778e-1440596,1
-135,1.6106854484210526376108076656261284949390385131616579062913705455231739084792906184830550896811539378075849956569896295068717657412250122570725492435e-1424707,1
-134.5,4.851998868162919845818256779551440973249153549672091430497984742353125978122089032181277966461465003907856495081765362413957207273088836182483439119698e-1408936,1
-134,2.185868428483340625608416430700282134930489052984639682824122392428629254769205654552491535588037075807616335545467919072882296848827164585416469894948e-1393281,1
-133.5,4.003273519812110672072708637251846197892210658314036321511967286237200216903640018552270437912308599897344855806523894206193087930030063131929292260737e-1377743,1
-133,8.101939209617263461069652929870769507136785248751663491313704479177322916658880723588311235136803348418587913739323996386942571810883490337064533481376e-1362321,1
-132.5,4.925379713852173878679328878700187803208534104887089541210106164495736456943933958666709674771907497426500992431744062187033604183953348401045933896391e-1347014,1
-132,2.444905213178486313291602421890540585264055327915696161318691955671819128110571822053222214424285646148904625761334655168166747684582580327994139940083e-1331822,1
-131.5,2.693707654094701679373094423814908665959630162797185787430689143083039500938175739431797810742728817330552276756533330588479149229255668182313935781343e-1316745,1
-131,1.790604088063840645145573829825801553977369793403490014847922854767239500616883806128204814768264363396490324497370526305408096200086698076040744314564e-1301782,1
-130.5,1.952108329667166236204478676223200946033053968153923198351939110860275896793520654596433063110522887403594864765985488236000754895846267240345388750736e-1286933,1
-130,9.487636644735118717839966189840582230520234950853265003009419411315083774081448423094551291176221069911764627320075098488089962049958913225817664055778e-1272198,1
-129.5,5.588001512485193830910520731031266334594922761120950191539606001418710606740682308787154161266045641088224537421965208090984893623911936987776876681037e-1257575,1
-129,1.084161259570097231686480965797051810952966982012704069720757182382815795735795778382749114323560161671224491974371758289997215780861146207405273931788e-1243064,1
-128.5,1.883496032877585905442109751016654435643739731665394554054848060802125865399735622660774952848909610083744290247723116839235261062620169271670592567616e-1228666,1
-128,7.964592289454914675205408281430855483814691134166797364259852875086249067719991300723314557544423488511678496074676994649185356043246593040362935273794e-1214380,1
-127.75,3.125021600012418138695215898138465821186813729405243337355377077560407924893158613485063746538315802650369911069881469357093195631503073975194749023831e-1207278,1
-127.5,2.228357984326081129267354680589258078133604166477195385241480813819356695972456073684294976361244395253410076860299193630065466863747128898795614345322e-1200204,1
-127.25,3.272247783672541771990390813979120204149066881434269411186813716119038751292073897562624084760441640059970800816355771520701223338070436773884960829121e-1193158,1
-127,1.121304348928436766653757628347111858689125687143690919278878431025978360893887330951283686248216494419405428741659300288374771902767195942003367083014e-1186139,1
-126.75,1.016023503101866764071615251476118844704035369766645330981575792698683308395616436470047430744425686500112830749238348796214194844784334750199216296154e-1179148,1
-126.5,2.758504811788845636274616498068916336069637725457999244733527175737789223439504446406384343094364815681808012371866552017133672565882958098998806298332e-1172185,1
-126.25,2.542847417578948276484061381432993030237382097569603170464689900706630274091707700230770600500795429374391010170798682849052295876703012732870049757203e-1165249,1
-126,9.018415513119241543048260676761746883554369757623933137960511974916619257198411805930790731938430480977285062082981908238797551747368147871648103768956e-1158341,1
